dataHora,ordem,linha,latitude,longitude,velocidade
05-17-2022 12:47:58,B28542,329,"-22.90936","-43.20331",51
05-17-2022 12:47:58,B32825,779,"-22.81812","-43.39278",4
05-17-2022 12:47:58,D87397,771,"-22.84189","-43.37169",31
05-17-2022 12:47:59,A27589,433,"-22.91474","-43.18525",0
05-17-2022 12:47:59,A27606,548,"-23.00036","-43.33368",0
05-17-2022 12:47:59,B32793,665,"-22.8274","-43.34712",25
05-17-2022 12:48:00,A27651,548,"-22.94916","-43.18258",7
05-17-2022 12:48:00,A29107,473,"-22.96504","-43.2036",0
05-17-2022 12:48:00,B28565,329,"-22.89171","-43.22219",14
05-17-2022 12:48:00,B28713,2344,"-22.90536","-43.20827",37
05-17-2022 12:48:00,B32777,296,"-22.82176","-43.31793",28
05-17-2022 12:48:00,C30083,550,"-23.00345","-43.30447",41
05-17-2022 12:48:00,C47970,2114,"-22.91559","-43.26795",56
05-17-2022 12:48:01,B10507,630,"-22.86004","-43.25597",17
05-17-2022 12:48:01,B10517,627,"-22.92282","-43.23364",0
05-17-2022 12:48:01,B10518,627,"-22.91623","-43.24857",11
05-17-2022 12:48:01,B28543,324,"-22.87589","-43.24283",7
05-17-2022 12:48:01,B28601,324,"-22.87761","-43.24098",0
05-17-2022 12:48:01,B28732,2344,"-22.89812","-43.17738",35
05-17-2022 12:48:01,B32831,298,"-22.87209","-43.29795",27
05-17-2022 12:48:02,A27544,432,"-22.91697","-43.25133",23
05-17-2022 12:48:02,A27615,548,"-22.99244","-43.25221",0
05-17-2022 12:48:02,A29007,461,"-22.98005","-43.2026",24
05-17-2022 12:48:02,A50098,220,"-22.92432","-43.23284",0
05-17-2022 12:48:02,B10021,323,"-22.90889","-43.17079",23
05-17-2022 12:48:02,B32780,298,"-22.90054","-43.178",0
05-17-2022 12:48:02,C12522,2345,"-22.90891","-43.17527",2
05-17-2022 12:48:02,C47647,601,"-22.91532","-43.26861",22
05-17-2022 12:48:02,C47757,390,"-22.92524","-43.28523",39
05-17-2022 12:48:02,D13292,926,"-22.84779","-43.32489",16
05-17-2022 12:48:03,B10075,634,"-22.8642","-43.25447",13
05-17-2022 12:48:03,B10533,630,"-22.83718","-43.26984",0
05-17-2022 12:48:03,B28503,696,"-22.79716","-43.19447",34
05-17-2022 12:48:03,B28555,324,"-22.81683","-43.20408",25
05-17-2022 12:48:03,B32765,665,"-22.85392","-43.24742",55
05-17-2022 12:48:03,B32828,296,"-22.90049","-43.23275",38
05-17-2022 12:48:03,B58155,497,"-22.9125","-43.18565",0
05-17-2022 12:48:03,B58162,497,"-22.93258","-43.17768",0
05-17-2022 12:48:03,C27167,774,"-22.81893","-43.30431",7
05-17-2022 12:48:03,C47606,863,"-22.97815","-43.33381",0
05-17-2022 12:48:03,C47954,2114,"-22.95205","-43.34969",0
05-17-2022 12:48:03,D13294,926,"-22.87377","-43.44892",25
05-17-2022 12:48:03,D13511,731,"-22.85828","-43.37831",46
05-17-2022 12:48:04,A27574,432,"-22.98538","-43.22674",0
05-17-2022 12:48:04,A27594,433,"-22.96655","-43.18722",4
05-17-2022 12:48:04,A27611,433,"-22.91804","-43.23171",19
05-17-2022 12:48:04,A27632,548,"-22.95094","-43.18416",0
05-17-2022 12:48:04,A29003,583,"-22.97015","-43.18586",35
05-17-2022 12:48:04,A29163,461,"-22.9126","-43.20997",40
05-17-2022 12:48:04,B28522,326,"-22.87524","-43.24253",20
05-17-2022 12:48:04,B28528,696,"-22.87855","-43.2554",9
05-17-2022 12:48:04,B28577,324,"-22.89243","-43.22133",12
05-17-2022 12:48:04,B28599,326,"-22.90226","-43.18277",25
05-17-2022 12:48:04,B28737,2343,"-22.90728","-43.17254",1
05-17-2022 12:48:04,B32615,793,"-23.00195","-43.3659",0
05-17-2022 12:48:04,B32642,793,"-23.00207","-43.36643",0
05-17-2022 12:48:04,B32730,384,"-22.82007","-43.31266",31
05-17-2022 12:48:04,B63021,665,"-22.86379","-43.2477",62
05-17-2022 12:48:04,C47562,613,"-22.98239","-43.46743",35
05-17-2022 12:48:04,D13033,878,"-22.93849","-43.34789",30
05-17-2022 12:48:05,A27664,432,"-22.97933","-43.22635",35
05-17-2022 12:48:05,A29075,474,"-22.94966","-43.18176",49
05-17-2022 12:48:05,A41056,460,"-22.87492","-43.24147",0
05-17-2022 12:48:05,A63527,104,"-22.98624","-43.20875",43
05-17-2022 12:48:05,B10548,630,"-22.83711","-43.26993",0
05-17-2022 12:48:05,B28536,696,"-22.8948","-43.26241",5
05-17-2022 12:48:05,B31066,483,"-22.84528","-43.2375",18
05-17-2022 12:48:05,B32591,793,"-23.00204","-43.36549",0
05-17-2022 12:48:05,B58049,313,"-22.86971","-43.25858",0
05-17-2022 12:48:05,B58207,621,"-22.84618","-43.28673",0
05-17-2022 12:48:06,B10527,627,"-22.87852","-43.29087",11
05-17-2022 12:48:06,B28588,326,"-22.805","-43.20893",0
05-17-2022 12:48:06,B28597,324,"-22.89971","-43.19",0
05-17-2022 12:48:06,B32720,292,"-22.90671","-43.17464",3
05-17-2022 12:48:06,B32732,384,"-22.89506","-43.18888",22
05-17-2022 12:48:06,B58215,621,"-22.84175","-43.27446",0
05-17-2022 12:48:06,D86215,835,"-22.92717","-43.5538",0
05-17-2022 12:48:06,D86747,2334,"-23.02052","-43.50129",20
05-17-2022 12:48:07,A27640,432,"-22.91903","-43.19457",28
05-17-2022 12:48:07,B31113,906,"-22.80463","-43.3101",0
05-17-2022 12:48:07,B31124,483,"-22.87676","-43.24213",35
05-17-2022 12:48:07,B32506,342,"-23.00214","-43.36691",0
05-17-2022 12:48:07,B51618,SV917,"-22.87329","-43.37316",16
05-17-2022 12:48:07,B58110,497,"-22.85235","-43.25461",25
05-17-2022 12:48:07,B58145,497,"-22.8773","-43.24119",19
05-17-2022 12:48:07,B58153,497,"-22.80405","-43.30992",0
05-17-2022 12:48:07,B63020,920,"-22.83972","-43.31172",14
05-17-2022 12:48:07,C47560,390,"-22.92274","-43.29666",39
05-17-2022 12:48:07,C47989,2111,"-22.88059","-43.35736",0
05-17-2022 12:48:07,C51568,371,"-22.88648","-43.28",16
05-17-2022 12:48:07,D86340,852,"-22.96148","-43.58322",43
05-17-2022 12:48:07,D86761,2803,"-22.87516","-43.52465",32
05-17-2022 12:48:08,A27597,548,"-22.9778","-43.2265",0
05-17-2022 12:48:08,B10060,328,"-22.87508","-43.24262",1
05-17-2022 12:48:08,B28589,329,"-22.9019","-43.55481",0
05-17-2022 12:48:08,B32736,298,"-22.89208","-43.24026",20
05-17-2022 12:48:08,B58053,497,"-22.83618","-43.28326",7
05-17-2022 12:48:08,B63038,665,"-22.92201","-43.23269",0
05-17-2022 12:48:08,B63055,665,"-22.90291","-43.21835",27
05-17-2022 12:48:08,B63057,919,"-22.86588","-43.25525",4
05-17-2022 12:48:08,D53562,397,"-22.90204","-43.55471",0
05-17-2022 12:48:08,D86073,883,"-22.9144","-43.54957",0
05-17-2022 12:48:08,D86116,835,"-22.91435","-43.55063",0
05-17-2022 12:48:08,D86220,864,"-22.8943","-43.53599",24
05-17-2022 12:48:09,A27617,432,"-22.96922","-43.18472",34
05-17-2022 12:48:09,A29010,461,"-22.9309","-43.173",61
05-17-2022 12:48:09,A29036,711,"-22.9244","-43.20887",0
05-17-2022 12:48:09,A29070,292,"-22.89814","-43.21126",54
05-17-2022 12:48:09,A48022,415,"-22.98552","-43.22359",0
05-17-2022 12:48:09,A48090,202,"-22.91469","-43.19599",13
05-17-2022 12:48:09,B10192,327,"-22.86116","-43.22705",26
05-17-2022 12:48:09,B28521,696,"-22.81844","-43.19745",23
05-17-2022 12:48:09,B32519,265,"-22.88413","-43.29748",25
05-17-2022 12:48:09,B32532,779,"-22.8752","-43.34256",27
05-17-2022 12:48:09,B32779,296,"-22.89553","-43.22053",3
05-17-2022 12:48:09,B32797,386,"-22.81778","-43.39293",0
05-17-2022 12:48:09,B58051,483,"-22.8656","-43.2558",0
05-17-2022 12:48:09,B58132,312,"-22.90534","-43.19129",0
05-17-2022 12:48:09,B58142,313,"-22.8415","-43.28145",34
05-17-2022 12:48:09,B63067,920,"-22.80571","-43.36608",0
05-17-2022 12:48:09,B63068,942,"-22.86765","-43.2589",0
05-17-2022 12:48:09,C47526,390,"-22.92278","-43.28271",41
05-17-2022 12:48:09,C47695,390,"-22.91656","-43.25362",5
05-17-2022 12:48:09,C47752,601,"-22.9234","-43.29408",29
05-17-2022 12:48:09,D53572,759,"-22.86263","-43.44177",55
05-17-2022 12:48:09,D53679,847,"-22.90179","-43.55474",0
05-17-2022 12:48:09,D53748,819,"-22.87564","-43.46895",0
05-17-2022 12:48:09,D86065,864,"-22.90159","-43.55582",0
05-17-2022 12:48:09,D86139,864,"-22.9018","-43.55629",18
05-17-2022 12:48:09,D86184,864,"-22.88351","-43.49232",0
05-17-2022 12:48:09,D86237,802,"-22.9012","-43.54451",0
05-17-2022 12:48:09,D86718,2338,"-23.01094","-43.53484",53
05-17-2022 12:48:09,D87759,2339,"-22.90159","-43.55799",0
05-17-2022 12:48:09,D87764,2336,"-22.90097","-43.55445",0
05-17-2022 12:48:10,A27567,433,"-22.91645","-43.25132",0
05-17-2022 12:48:10,A29037,210,"-22.90964","-43.20623",38
05-17-2022 12:48:10,A29189,292,"-22.89323","-43.21606",53
05-17-2022 12:48:10,A48013,202,"-22.90487","-43.18308",13
05-17-2022 12:48:10,A63535,107,"-22.94894","-43.16583",19
05-17-2022 12:48:10,B10503,630,"-22.86653","-43.25585",5
05-17-2022 12:48:10,B10512,627,"-22.88923","-43.28372",25
05-17-2022 12:48:10,B28533,324,"-22.90075","-43.17843",0
05-17-2022 12:48:10,B28552,329,"-22.83969","-43.23937",0
05-17-2022 12:48:10,B28734,2344,"-22.86981","-43.23266",45
05-17-2022 12:48:10,B32556,665,"-22.83884","-43.25521",47
05-17-2022 12:48:10,B32623,793,"-23.00243","-43.36594",0
05-17-2022 12:48:10,B32652,399,"-22.83615","-43.36314",48
05-17-2022 12:48:10,B32787,298,"-22.83075","-43.3535",0
05-17-2022 12:48:10,B51629,624,"-22.91156","-43.21198",0
05-17-2022 12:48:10,B58044,313,"-22.8486","-43.28046",23
05-17-2022 12:48:10,B63031,335,"-22.82784","-43.29409",50
05-17-2022 12:48:10,B63045,920,"-22.79279","-43.29459",0
05-17-2022 12:48:10,C12005,2303,"-22.93785","-43.65535",0
05-17-2022 12:48:10,C30179,766,"-22.93789","-43.33728",0
05-17-2022 12:48:10,C30188,565,"-22.95099","-43.34903",51
05-17-2022 12:48:10,C47964,2114,"-22.9528","-43.3494",0
05-17-2022 12:48:10,D53617,369,"-22.84674","-43.24797",4
05-17-2022 12:48:10,D53678,846,"-22.91387","-43.54265",24
05-17-2022 12:48:10,D86017,864,"-22.89885","-43.54153",0
05-17-2022 12:48:10,D86165,867,"-22.90185","-43.55774",35
05-17-2022 12:48:10,D86208,918,"-22.87089","-43.33594",0
05-17-2022 12:48:10,D86375,918,"-22.84204","-43.32295",0
05-17-2022 12:48:10,D86385,918,"-22.8967","-43.48755",0
05-17-2022 12:48:10,D86721,2334,"-22.99939","-43.35719",0
05-17-2022 12:48:10,D86735,2803,"-22.87355","-43.51759",30
05-17-2022 12:48:10,D86784,2804,"-22.87707","-43.46367",11
05-17-2022 12:48:11,A27528,548,"-23.0071","-43.31021",25
05-17-2022 12:48:11,A27565,432,"-22.91647","-43.23508",0
05-17-2022 12:48:11,A29146,583,"-22.96145","-43.21427",19
05-17-2022 12:48:11,B10008,328,"-22.82351","-43.23105",17
05-17-2022 12:48:11,B10014,910,"-22.80532","-43.21084",22
05-17-2022 12:48:11,B10193,910,"-22.84802","-43.25911",10
05-17-2022 12:48:11,B28546,329,"-22.90186","-43.55471",0
05-17-2022 12:48:11,B28551,616,"-22.86545","-43.23963",50
05-17-2022 12:48:11,B31056,483,"-22.9643","-43.17894",18
05-17-2022 12:48:11,B31114,483,"-22.86572","-43.22222",0
05-17-2022 12:48:11,B31151,483,"-22.89131","-43.22028",36
05-17-2022 12:48:11,B32547,292,"-22.90909","-43.1711",0
05-17-2022 12:48:11,B32759,665,"-22.80769","-43.36314",40
05-17-2022 12:48:11,B32791,665,"-22.80606","-43.36324",1
05-17-2022 12:48:11,B32840,779,"-22.82073","-43.39812",26
05-17-2022 12:48:11,B58016,628,"-22.83695","-43.28499",0
05-17-2022 12:48:11,B58091,312,"-22.89769","-43.24039",44
05-17-2022 12:48:11,B58119,621,"-22.88412","-43.27693",40
05-17-2022 12:48:11,B58128,679,"-22.8367","-43.2855",0
05-17-2022 12:48:11,B58165,497,"-22.89849","-43.21027",25
05-17-2022 12:48:11,B63042,335,"-22.84589","-43.24822",69
05-17-2022 12:48:11,C47748,554,"-22.98633","-43.19599",15
05-17-2022 12:48:11,D53515,393,"-22.87648","-43.42788",0
05-17-2022 12:48:11,D53609,397,"-22.90213","-43.55489",0
05-17-2022 12:48:11,D53909,2310,"-22.90209","-43.18137",0
05-17-2022 12:48:11,D86268,867,"-23.0237","-43.55875",48
05-17-2022 12:48:11,D86409,838,"-22.94919","-43.60419",18
05-17-2022 12:48:12,A63507,104,"-22.98414","-43.22163",0
05-17-2022 12:48:12,A63536,107,"-22.95088","-43.16806",27
05-17-2022 12:48:12,B10536,630,"-22.88366","-43.25385",12
05-17-2022 12:48:12,B28540,321,"-22.82505","-43.23264",20
05-17-2022 12:48:12,B28566,663,"-22.90008","-43.24453",24
05-17-2022 12:48:12,B28598,326,"-22.86961","-43.24718",47
05-17-2022 12:48:12,B31005,483,"-22.87646","-43.24158",29
05-17-2022 12:48:12,B31079,906,"-22.86115","-43.25384",32
05-17-2022 12:48:12,B31130,483,"-22.96579","-43.17807",0
05-17-2022 12:48:12,B51540,624,"-22.88046","-43.25869",12
05-17-2022 12:48:12,B51593,917,"-22.87953","-43.38086",32
05-17-2022 12:48:12,B58043,312,"-22.83675","-43.28795",25
05-17-2022 12:48:12,B58067,625,"-22.87846","-43.27301",35
05-17-2022 12:48:12,B63002,665,"-22.90558","-43.22038",31
05-17-2022 12:48:12,B63100,920,"-22.84215","-43.33488",14
05-17-2022 12:48:12,B63103,920,"-22.7923","-43.29443",4
05-17-2022 12:48:12,C30174,550,"-23.00638","-43.28252",52
05-17-2022 12:48:12,D13056,803,"-22.87969","-43.46417",9
05-17-2022 12:48:12,D53520,759,"-22.93186","-43.65552",14
05-17-2022 12:48:12,D53912,2310,"-22.88315","-43.48623",18
05-17-2022 12:48:12,D86171,918,"-22.84256","-43.27237",47
05-17-2022 12:48:12,D86251,918,"-22.86343","-43.36478",24
05-17-2022 12:48:12,D86400,838,"-22.92891","-43.57369",0
05-17-2022 12:48:12,D86717,2338,"-22.90519","-43.17439",15
05-17-2022 12:48:13,A27652,548,"-23.00045","-43.3488",1
05-17-2022 12:48:13,A27683,432,"-22.98431","-43.20535",0
05-17-2022 12:48:13,A29116,472,"-22.9089","-43.20356",52
05-17-2022 12:48:13,A41030,309,"-22.96045","-43.20541",20
05-17-2022 12:48:13,A50218,645,"-23.00751","-43.30331",24
05-17-2022 12:48:13,A72180,422,"-22.92055","-43.17467",0
05-17-2022 12:48:13,B10030,328,"-22.79872","-43.18358",31
05-17-2022 12:48:13,B10090,910,"-22.83514","-43.28206",24
05-17-2022 12:48:13,B10529,630,"-22.91533","-43.24353",21
05-17-2022 12:48:13,B11581,908,"-22.87239","-43.33944",32
05-17-2022 12:48:13,B31003,483,"-22.85908","-43.23237",29
05-17-2022 12:48:13,B32626,386,"-22.83387","-43.35884",59
05-17-2022 12:48:13,B32819,298,"-22.90051","-43.22451",0
05-17-2022 12:48:13,B51651,SV917,"-22.88692","-43.30407",57
05-17-2022 12:48:13,B58031,623,"-22.88813","-43.27671",0
05-17-2022 12:48:13,B58046,622,"-22.86792","-43.25789",2
05-17-2022 12:48:13,B58129,625,"-22.84973","-43.27616",29
05-17-2022 12:48:13,B58152,312,"-22.87193","-43.25914",23
05-17-2022 12:48:13,B63005,920,"-22.7926","-43.29359",0
05-17-2022 12:48:13,B63036,335,"-22.82322","-43.29571",14
05-17-2022 12:48:13,D17031,840,"-22.89927","-43.55899",1
05-17-2022 12:48:13,D17031,893,"-22.89927","-43.55899",1
05-17-2022 12:48:13,D53507,369,"-22.86459","-43.4666",23
05-17-2022 12:48:13,D53557,847,"-22.88436","-43.49485",0
05-17-2022 12:48:13,D53923,2310,"-22.88603","-43.47107",28
05-17-2022 12:48:13,D86045,864,"-22.87956","-43.50608",35
05-17-2022 12:48:13,D86056,918,"-22.8779","-43.43565",23
05-17-2022 12:48:13,D86252,866,"-22.96135","-43.61225",12
05-17-2022 12:48:13,D86368,918,"-22.87643","-43.42783",0
05-17-2022 12:48:13,D86760,2803,"-22.88763","-43.55948",27
05-17-2022 12:48:13,D86780,2381,"-22.95344","-43.60931",25
05-17-2022 12:48:13,D87833,2336,"-22.90184","-43.55893",0
05-17-2022 12:48:13,D87886,2339,"-22.90169","-43.55865",0
05-17-2022 12:48:14,A29016,474,"-22.92456","-43.67929",12
05-17-2022 12:48:14,A29125,350,"-22.83955","-43.29721",23
05-17-2022 12:48:14,A41136,309,"-23.00235","-43.3652",42
05-17-2022 12:48:14,A41376,309,"-22.90463","-43.19262",0
05-17-2022 12:48:14,A50054,302,"-22.9605","-43.27",27
05-17-2022 12:48:14,A50097,220,"-22.93753","-43.24621",0
05-17-2022 12:48:14,B27056,292,"-22.90321","-43.18475",0
05-17-2022 12:48:14,B28541,325,"-22.90771","-43.17612",0
05-17-2022 12:48:14,B28544,696,"-22.90734","-43.57602",0
05-17-2022 12:48:14,B28617,329,"-22.8391","-43.23928",36
05-17-2022 12:48:14,B31042,483,"-22.81816","-43.30048",53
05-17-2022 12:48:14,B31072,498,"-22.8044","-43.31036",0
05-17-2022 12:48:14,B31159,483,"-22.80419","-43.31028",0
05-17-2022 12:48:14,B32712,265,"-22.86708","-43.34533",6
05-17-2022 12:48:14,B32715,946,"-22.81794","-43.39318",0
05-17-2022 12:48:14,B58006,621,"-22.92055","-43.25927",0
05-17-2022 12:48:14,B58185,628,"-22.83739","-43.28517",0
05-17-2022 12:48:14,B63041,920,"-22.8045","-43.36248",0
05-17-2022 12:48:14,B63043,335,"-22.84442","-43.24979",0
05-17-2022 12:48:14,C50163,810,"-22.94351","-43.37256",28
05-17-2022 12:48:14,C51605,371,"-22.90713","-43.20998",36
05-17-2022 12:48:14,C51610,371,"-22.88994","-43.24424",47
05-17-2022 12:48:14,D53559,393,"-22.90318","-43.18492",0
05-17-2022 12:48:14,D53580,393,"-22.82705","-43.27413",64
05-17-2022 12:48:14,D53683,397,"-22.8614","-43.44862",55
05-17-2022 12:48:14,D86014,867,"-23.02427","-43.55787",43
05-17-2022 12:48:14,D86028,867,"-22.98716","-43.57485",28
05-17-2022 12:48:14,D86034,884,"-22.98409","-43.69468",25
05-17-2022 12:48:14,D86124,864,"-22.89424","-43.53627",0
05-17-2022 12:48:14,D86144,884,"-22.98052","-43.69778",28
05-17-2022 12:48:14,D86167,838,"-22.90151","-43.55534",0
05-17-2022 12:48:14,D86205,838,"-22.95934","-43.60532",37
05-17-2022 12:48:14,D86206,802,"-22.88597","-43.46876",17
05-17-2022 12:48:14,D86315,864,"-22.87963","-43.50349",23
05-17-2022 12:48:14,D86321,852,"-22.96901","-43.6235",40
05-17-2022 12:48:14,D86379,867,"-23.0666","-43.56795",0
05-17-2022 12:48:14,D86380,918,"-22.87548","-43.46161",0
05-17-2022 12:48:14,D86781,2804,"-23.01186","-43.53167",57
05-17-2022 12:48:14,D87888,2336,"-22.90167","-43.55826",0
05-17-2022 12:48:15,A27588,433,"-22.91405","-43.20042",0
05-17-2022 12:48:15,A27622,432,"-22.91602","-43.19553",26
05-17-2022 12:48:15,A41002,110,"-22.90039","-43.20747",0
05-17-2022 12:48:15,A41036,309,"-23.0105","-43.36236",50
05-17-2022 12:48:15,A41300,108,"-22.97618","-43.19238",0
05-17-2022 12:48:15,A41310,309,"-22.97389","-43.22581",28
05-17-2022 12:48:15,A50064,220,"-22.90136","-43.17864",0
05-17-2022 12:48:15,B28525,325,"-22.88366","-43.22858",40
05-17-2022 12:48:15,B31084,497,"-22.93152","-43.17767",0
05-17-2022 12:48:15,B31103,483,"-22.98488","-43.19851",0
05-17-2022 12:48:15,B32706,650,"-22.887","-43.28749",28
05-17-2022 12:48:15,B32713,650,"-22.86496","-43.34809",20
05-17-2022 12:48:15,B32722,292,"-22.86949","-43.2759",33
05-17-2022 12:48:15,B32725,265,"-22.88748","-43.28482",30
05-17-2022 12:48:15,B32802,342,"-22.81061","-43.32969",0
05-17-2022 12:48:15,B51537,624,"-22.88193","-43.29504",19
05-17-2022 12:48:15,B51544,624,"-22.89997","-43.22614",1
05-17-2022 12:48:15,B58073,312,"-22.86383","-43.26863",14
05-17-2022 12:48:15,B58131,497,"-22.83621","-43.28329",0
05-17-2022 12:48:15,B58192,628,"-22.83737","-43.28532",0
05-17-2022 12:48:15,B63030,335,"-22.81979","-43.28408",12
05-17-2022 12:48:15,B63110,919,"-22.86832","-43.27082",0
05-17-2022 12:48:15,C50215,302,"-22.94983","-43.26181",32
05-17-2022 12:48:15,D53537,759,"-22.90483","-43.68339",37
05-17-2022 12:48:15,D86006,838,"-22.95504","-43.60923",23
05-17-2022 12:48:15,D86010,867,"-22.90151","-43.55484",0
05-17-2022 12:48:15,D86075,853,"-22.88617","-43.55819",14
05-17-2022 12:48:15,D86218,852,"-22.90756","-43.56269",23
05-17-2022 12:48:15,D86254,835,"-22.91434","-43.55189",0
05-17-2022 12:48:15,D86312,918,"-22.87685","-43.33683",0
05-17-2022 12:48:15,D86386,918,"-22.88611","-43.47376",12
05-17-2022 12:48:15,D86401,838,"-22.95548","-43.60744",14
05-17-2022 12:48:15,D86736,2804,"-23.01884","-43.50545",58
05-17-2022 12:48:16,A29055,476,"-22.89894","-43.23941",7
05-17-2022 12:48:16,A29149,210,"-22.89717","-43.18094",16
05-17-2022 12:48:16,A41011,309,"-22.90459","-43.19235",0
05-17-2022 12:48:16,A41179,463,"-22.93841","-43.20303",64
05-17-2022 12:48:16,A41321,100,"-22.90436","-43.19173",0
05-17-2022 12:48:16,A50071,220,"-22.92325","-43.23124",4
05-17-2022 12:48:16,B10547,630,"-22.92299","-43.2338",0
05-17-2022 12:48:16,B27042,905,"-22.8377","-43.28098",35
05-17-2022 12:48:16,B27048,629,"-22.88699","-43.25238",20
05-17-2022 12:48:16,B28509,696,"-22.93557","-43.66718",0
05-17-2022 12:48:16,B28625,321,"-22.90886","-43.17006",16
05-17-2022 12:48:16,B28714,2343,"-22.82551","-43.16936",0
05-17-2022 12:48:16,B28728,2343,"-22.90517","-43.21012",33
05-17-2022 12:48:16,B32630,615,"-22.95634","-43.5784",23
05-17-2022 12:48:16,B32654,342,"-22.90915","-43.1755",0
05-17-2022 12:48:16,B32710,384,"-22.80668","-43.36641",0
05-17-2022 12:48:16,B32754,298,"-22.90909","-43.1709",0
05-17-2022 12:48:16,B51501,917,"-22.88536","-43.39566",42
05-17-2022 12:48:16,B51563,624,"-22.88102","-43.27275",0
05-17-2022 12:48:16,B51626,624,"-22.82898","-43.41914",0
05-17-2022 12:48:16,B51639,917,"-22.8681","-43.25858",46
05-17-2022 12:48:16,B58033,497,"-22.89069","-43.22293",22
05-17-2022 12:48:16,B58157,497,"-22.92214","-43.17687",0
05-17-2022 12:48:16,B58169,313,"-22.83696","-43.28534",0
05-17-2022 12:48:16,B63016,335,"-22.79223","-43.29431",0
05-17-2022 12:48:16,C30290,565,"-22.91521","-43.36094",11
05-17-2022 12:48:16,C41397,553,"-22.99248","-43.25085",48
05-17-2022 12:48:16,C44519,712,"-22.83386","-43.32746",0
05-17-2022 12:48:16,C47456,550,"-22.95319","-43.34946",0
05-17-2022 12:48:16,C47790,862,"-22.98828","-43.30181",0
05-17-2022 12:48:16,D12169,2303,"-22.88127","-43.38771",0
05-17-2022 12:48:16,D13054,926,"-22.86219","-43.39484",29
05-17-2022 12:48:16,D17075,849,"-22.9183","-43.65187",0
05-17-2022 12:48:16,D53615,848,"-22.91357","-43.5353",10
05-17-2022 12:48:16,D86176,864,"-22.87557","-43.46528",0
05-17-2022 12:48:16,D86229,918,"-22.87122","-43.3358",0
05-17-2022 12:48:16,D86714,2334,"-23.01182","-43.53186",67
05-17-2022 12:48:16,D86789,2804,"-22.88302","-43.48944",25
05-17-2022 12:48:16,D86792,2338,"-22.98616","-43.19466",32
05-17-2022 12:48:17,A27582,432,"-22.96645","-43.18236",34
05-17-2022 12:48:17,A27616,548,"-22.99331","-43.25349",0
05-17-2022 12:48:17,A29004,350,"-22.89814","-43.20699",28
05-17-2022 12:48:17,A29064,474,"-22.89648","-43.2568",42
05-17-2022 12:48:17,A29068,472,"-22.94107","-43.17724",0
05-17-2022 12:48:17,A41015,112,"-22.91818","-43.20985",0
05-17-2022 12:48:17,A41053,100,"-22.95655","-43.17745",0
05-17-2022 12:48:17,A41190,463,"-22.91063","-43.21496",30
05-17-2022 12:48:17,A41269,460,"-22.91095","-43.21323",50
05-17-2022 12:48:17,A63532,107,"-22.95328","-43.1776",14
05-17-2022 12:48:17,A72067,007,"-22.90422","-43.18323",13
05-17-2022 12:48:17,B10417,2342,"-22.90157","-43.1809",0
05-17-2022 12:48:17,B10552,627,"-22.91894","-43.25116",20
05-17-2022 12:48:17,B27158,629,"-22.83198","-43.31894",41
05-17-2022 12:48:17,B28515,329,"-22.87616","-43.24263",40
05-17-2022 12:48:17,B28563,925,"-22.81698","-43.18755",7
05-17-2022 12:48:17,B28615,326,"-22.89369","-43.19067",41
05-17-2022 12:48:17,B31008,498,"-22.80461","-43.31004",0
05-17-2022 12:48:17,B31107,906,"-22.87765","-43.21609",0
05-17-2022 12:48:17,B31122,906,"-22.8414","-43.26785",37
05-17-2022 12:48:17,B31127,483,"-22.98464","-43.19714",0
05-17-2022 12:48:17,B32518,399,"-22.82388","-43.33175",0
05-17-2022 12:48:17,B32632,687,"-22.89179","-43.28242",0
05-17-2022 12:48:17,B32811,665,"-22.91706","-43.22916",28
05-17-2022 12:48:17,B32824,793,"-22.86187","-43.39418",26
05-17-2022 12:48:17,B32837,298,"-22.90913","-43.17103",0
05-17-2022 12:48:17,B44592,638,"-22.88547","-43.301",22
05-17-2022 12:48:17,B58017,621,"-22.89967","-43.2781",30
05-17-2022 12:48:17,B58098,312,"-22.86853","-43.26369",4
05-17-2022 12:48:17,B58164,497,"-22.83665","-43.28365",0
05-17-2022 12:48:17,B63044,920,"-22.86753","-43.25845",0
05-17-2022 12:48:17,B63066,920,"-22.79231","-43.29432",0
05-17-2022 12:48:17,C12019,2802,"-22.91149","-43.68934",19
05-17-2022 12:48:17,C13031,878,"-22.94141","-43.34144",0
05-17-2022 12:48:17,C41089,309,"-22.90413","-43.19085",0
05-17-2022 12:48:17,C44520,712,"-22.87672","-43.33448",18
05-17-2022 12:48:17,C47619,361,"-22.95277","-43.34861",0
05-17-2022 12:48:17,C47811,613,"-22.95266","-43.34876",0
05-17-2022 12:48:17,C47844,880,"-22.97137","-43.33684",29
05-17-2022 12:48:17,C51538,371,"-22.88122","-43.27419",40
05-17-2022 12:48:17,C51543,371,"-22.89056","-43.24259",37
05-17-2022 12:48:17,C51560,371,"-22.88728","-43.34354",0
05-17-2022 12:48:17,D13002,878,"-22.98772","-43.30981",13
05-17-2022 12:48:17,D13020,341,"-22.90925","-43.35907",0
05-17-2022 12:48:17,D13298,794,"-22.88008","-43.35757",0
05-17-2022 12:48:17,D17043,849,"-22.90322","-43.56634",25
05-17-2022 12:48:17,D53672,847,"-22.91658","-43.52268",27
05-17-2022 12:48:17,D53721,847,"-22.90191","-43.55498",0
05-17-2022 12:48:17,D86113,867,"-22.92667","-43.57184",18
