dataHora,ordem,linha,latitude,longitude,velocidade
05-17-2022 00:28:42,C13083,731,"-22.87969","-43.35781",2
05-17-2022 04:52:29,D13009,746,"-22.87644","-43.41994",0
05-17-2022 05:58:19,D17105,849,"-22.91805","-43.60811",0
05-17-2022 06:06:40,D13060,777,"-22.87667","-43.41946",0
05-17-2022 06:10:40,B32664,399,"-22.81791","-43.39309",0
05-17-2022 06:36:01,D13346,745,"-22.88012","-43.35832",0
05-17-2022 06:48:27,C47620,600,"-22.95224","-43.35001",0
05-17-2022 07:33:04,C13029,338,"-22.88001","-43.35806",0
05-17-2022 07:36:18,C30321,550,"-22.95122","-43.3484",0
05-17-2022 08:08:18,C50126,302,"-22.91067","-43.20807",37
05-17-2022 08:21:56,B10116,328,"-22.81588","-43.22246",27
05-17-2022 08:53:22,B10006,323,"-22.90936","-43.20572",10
05-17-2022 08:54:30,D53545,846,"-22.88378","-43.49496",0
05-17-2022 09:10:36,C30265,550,"-22.99475","-43.31112",10
05-17-2022 09:16:49,B31164,483,"-22.83382","-43.28097",0
05-17-2022 09:17:15,B32735,342,"-22.90913","-43.17172",0
05-17-2022 09:17:49,C47996,2114,"-22.9171","-43.27829",57
05-17-2022 09:19:29,C50069,608,"-22.92301","-43.26448",0
05-17-2022 09:30:07,A29115,583,"-23.00203","-43.36683",0
05-17-2022 09:30:33,D13028,803,"-22.88547","-43.40016",0
05-17-2022 09:40:02,A29135,472,"-23.00213","-43.36669",0
05-17-2022 09:42:26,B28573,321,"-22.90743","-43.1992",50
05-17-2022 09:44:01,D13305,794,"-22.89207","-43.43148",0
05-17-2022 09:47:04,A48028,202,"-22.90787","-43.19554",15
05-17-2022 09:49:22,B32523,793,"-22.81751","-43.39372",3
05-17-2022 09:50:11,D13191,394,"-22.83808","-43.36578",19
05-17-2022 09:53:15,A48086,202,"-22.91059","-43.27033",0
05-17-2022 10:06:34,C51579,371,"-22.89694","-43.34837",0
05-17-2022 10:08:01,A48182,202,"-22.92627","-43.34376",32
05-17-2022 10:08:41,C30077,954,"-22.9486","-43.37269",0
05-17-2022 10:10:01,D13332,926,"-22.84008","-43.3685",21
05-17-2022 10:11:56,D87760,2336,"-22.90095","-43.55392",0
05-17-2022 10:12:29,D13229,803,"-22.88284","-43.49052",15
05-17-2022 10:17:47,B32829,399,"-22.81755","-43.39353",0
05-17-2022 10:17:47,C30039,550,"-22.9516","-43.34789",0
05-17-2022 10:18:54,D13197,777,"-22.89183","-43.44948",26
05-17-2022 10:22:32,B11580,378,"-22.85855","-43.37143",0
05-17-2022 10:23:19,B63094,919,"-22.84634","-43.32536",2
05-17-2022 10:25:23,C47957,2114,"-22.91035","-43.22047",0
05-17-2022 10:25:41,B27080,629,"-22.81712","-43.30193",0
05-17-2022 10:25:41,B32752,385,"-22.81648","-43.39437",0
05-17-2022 10:26:36,B27180,639,"-22.88138","-43.32417",32
05-17-2022 10:28:13,B32750,2305,"-22.81746","-43.393",0
05-17-2022 10:29:19,D13195,801,"-22.88036","-43.35741",0
05-17-2022 10:29:41,D13110,926,"-22.83858","-43.30236",29
05-17-2022 10:30:05,B28585,321,"-22.86354","-43.23477",59
05-17-2022 10:30:59,D17191,770,"-23.00159","-43.36684",0
05-17-2022 10:35:17,C47828,692,"-23.00255","-43.36675",43
05-17-2022 10:36:52,B58105,313,"-22.83655","-43.28589",15
05-17-2022 10:37:13,D13062,731,"-22.86113","-43.39277",0
05-17-2022 10:38:05,D13503,731,"-22.88051","-43.35805",0
05-17-2022 10:46:30,A50049,220,"-22.93556","-43.22601",93
05-17-2022 10:46:54,D87835,2336,"-22.91689","-43.60813",0
05-17-2022 10:47:39,C47523,315,"-23.02233","-43.49087",16
05-17-2022 10:49:10,B58060,628,"-22.83733","-43.28638",0
05-17-2022 10:49:48,B32821,793,"-22.8547","-43.39001",0
05-17-2022 10:50:05,A41090,309,"-22.87495","-43.24102",0
05-17-2022 10:50:31,B11624,362,"-22.84637","-43.37978",23
05-17-2022 10:52:13,A29084,472,"-23.00215","-43.366",0
05-17-2022 10:52:38,C50171,302,"-22.92063","-43.2224",38
05-17-2022 10:54:59,B32668,615,"-23.00235","-43.36602",0
05-17-2022 10:57:03,D17180,804,"-23.00252","-43.36586",0
05-17-2022 10:58:40,B27025,355,"-23.0005","-43.38243",52
05-17-2022 11:00:15,B71004,457,"-22.90065","-43.17685",1
05-17-2022 11:01:54,B31001,485,"-22.80447","-43.30997",0
05-17-2022 11:04:18,A29067,461,"-23.00215","-43.36581",0
05-17-2022 11:06:29,B63077,920,"-22.79238","-43.29489",0
05-17-2022 11:10:15,C12511,2345,"-22.89493","-43.21357",66
05-17-2022 11:10:36,B25568,249,"-22.90381","-43.30106",91
05-17-2022 11:13:22,C12527,2345,"-22.90952","-43.21805",0
05-17-2022 11:16:39,C47706,861,"-22.95624","-43.39264",0
05-17-2022 11:17:36,A29019,210,"-23.00196","-43.36527",0
05-17-2022 11:18:11,C50102,805,"-23.02634","-43.44048",48
05-17-2022 11:21:44,B28626,321,"-22.79651","-43.20452",17
05-17-2022 11:22:30,A72015,422,"-22.93087","-43.17771",0
05-17-2022 11:22:50,B10048,328,"-22.8979","-43.18053",1
05-17-2022 11:23:27,A29089,292,"-23.00233","-43.36568",0
05-17-2022 11:23:59,C51525,371,"-22.90171","-43.34835",4
05-17-2022 11:25:10,B32800,386,"-22.80408","-43.30633",1
05-17-2022 11:29:36,B11582,362,"-22.86528","-43.35649",25
05-17-2022 11:29:39,D12113,2335,"-22.99099","-43.65133",55
05-17-2022 11:32:38,B10026,328,"-22.89785","-43.18096",3
05-17-2022 11:35:50,B11552,362,"-22.84861","-43.38249",46
05-17-2022 11:36:09,C30042,565,"-22.89981","-43.35389",0
05-17-2022 11:38:40,A72128,422,"-22.91923","-43.26684",5
05-17-2022 11:39:01,C47775,550,"-22.95035","-43.3487",26
05-17-2022 11:39:24,D13293,936,"-22.87608","-43.41984",0
05-17-2022 11:39:29,C12503,2345,"-22.8645","-43.36203",19
05-17-2022 11:40:15,C47847,880,"-22.95283","-43.35023",0
05-17-2022 11:40:19,D86758,2803,"-22.85708","-43.49596",18
05-17-2022 11:41:11,C72131,422,"-22.92554","-43.25273",0
05-17-2022 11:41:23,D13095,394,"-22.82366","-43.33096",43
05-17-2022 11:43:16,B32524,615,"-22.81584","-43.39426",3
05-17-2022 11:45:10,A41459,462,"-22.9076","-43.1979",24
05-17-2022 11:45:16,B10073,328,"-22.89811","-43.18085",14
05-17-2022 11:47:00,C47939,2110,"-22.95257","-43.34942",0
05-17-2022 11:47:46,C50193,608,"-22.92931","-43.25388",10
05-17-2022 11:47:56,C47942,2110,"-22.9994","-43.35478",12
05-17-2022 11:50:48,D86727,2803,"-22.85738","-43.49688",19
05-17-2022 11:52:21,B71131,239,"-22.89655","-43.30827",0
05-17-2022 11:54:00,D86157,884,"-22.89427","-43.53197",0
05-17-2022 11:54:08,D13326,394,"-22.85606","-43.47809",47
05-17-2022 11:55:07,B11590,362,"-22.86631","-43.35464",32
05-17-2022 11:55:10,B32633,795,"-23.00156","-43.36667",0
05-17-2022 11:55:23,A50181,805,"-23.00201","-43.36539",0
05-17-2022 11:57:00,C30211,557,"-22.97963","-43.3333",0
05-17-2022 11:57:22,C50175,608,"-22.92931","-43.25396",0
05-17-2022 12:00:33,A50016,302,"-23.00166","-43.36553",0
05-17-2022 12:00:33,C50209,805,"-23.00156","-43.36587",25
05-17-2022 12:01:01,A29152,711,"-22.90993","-43.22048",0
05-17-2022 12:02:18,C30243,557,"-22.98446","-43.33092",50
05-17-2022 12:02:31,D17157,770,"-22.84037","-43.33847",4
05-17-2022 12:02:56,D87825,2336,"-22.90192","-43.55941",21
05-17-2022 12:03:47,B32795,298,"-22.90304","-43.21361",40
05-17-2022 12:04:29,D13323,394,"-22.85648","-43.47438",44
05-17-2022 12:04:58,C47642,600,"-22.91443","-43.3965",32
05-17-2022 12:05:18,C50057,645,"-23.01455","-43.3107",47
05-17-2022 12:05:24,A72064,412,"-22.92415","-43.23684",20
05-17-2022 12:05:35,A29184,461,"-22.93518","-43.20946",31
05-17-2022 12:08:02,A29046,292,"-22.90936","-43.20489",46
05-17-2022 12:08:31,A63526,107,"-22.79245","-43.29459",0
05-17-2022 12:08:46,B28627,321,"-22.8998","-43.19006",0
05-17-2022 12:09:35,C50196,608,"-22.92914","-43.25327",1
05-17-2022 12:09:57,C44628,712,"-22.88124","-43.32537",0
05-17-2022 12:10:35,C47961,2114,"-22.88004","-43.35663",0
05-17-2022 12:10:41,C47528,600,"-22.91536","-43.40173",19
05-17-2022 12:11:04,A71622,539,"-22.97297","-43.19089",0
05-17-2022 12:11:42,A29077,275,"-22.90195","-43.27511",0
05-17-2022 12:12:18,B32517,298,"-22.81586","-43.39484",0
05-17-2022 12:12:20,D13302,383,"-22.87845","-43.41568",26
05-17-2022 12:12:41,B32757,945,"-22.80416","-43.30662",0
05-17-2022 12:14:10,C41394,SP553,"-22.87471","-43.24166",0
05-17-2022 12:15:36,C47715,862,"-22.96525","-43.33563",39
05-17-2022 12:16:34,B27005,629,"-22.8797","-43.25989",24
05-17-2022 12:16:52,B11527,378,"-22.85826","-43.37094",0
05-17-2022 12:17:56,D86749,2803,"-22.85646","-43.49399",0
05-17-2022 12:18:19,B31030,SP404,"-22.80436","-43.30982",0
05-17-2022 12:18:46,D87740,2336,"-22.90086","-43.55369",0
05-17-2022 12:18:48,B28527,326,"-22.90019","-43.18979",0
05-17-2022 12:19:06,B31139,484,"-22.80458","-43.3097",0
05-17-2022 12:19:11,B11651,665,"-22.85014","-43.26375",53
05-17-2022 12:19:12,D87134,821,"-22.91645","-43.60839",0
05-17-2022 12:19:13,B11555,363,"-22.86042","-43.37061",4
05-17-2022 12:19:13,B44646,638,"-22.85358","-43.37593",0
05-17-2022 12:19:22,D53684,759,"-22.93558","-43.65575",1
05-17-2022 12:19:28,C12046,2303,"-22.86327","-43.56188",83
05-17-2022 12:19:28,C41236,309,"-22.90594","-43.19619",0
05-17-2022 12:19:37,B32620,795,"-22.89579","-43.56005",0
05-17-2022 12:19:41,B27026,639,"-22.90814","-43.26939",15
05-17-2022 12:20:03,D86030,838,"-22.89322","-43.53193",0
05-17-2022 12:20:14,C41366,315,"-23.02191","-43.48251",0
05-17-2022 12:20:15,C44683,783,"-22.86083","-43.37138",0
05-17-2022 12:20:34,C41021,309,"-23.00172","-43.36584",0
05-17-2022 12:20:58,B28534,329,"-22.90009","-43.18991",0
05-17-2022 12:20:59,D86019,852,"-22.90288","-43.55542",0
05-17-2022 12:21:01,B25560,249,"-22.90265","-43.29928",0
05-17-2022 12:21:11,C27166,940,"-22.81674","-43.30175",0
05-17-2022 12:21:16,D12102,2303,"-22.90435","-43.21565",0
05-17-2022 12:21:26,B31098,498,"-22.83647","-43.28356",0
05-17-2022 12:21:31,A50019,810,"-22.97771","-43.50056",0
05-17-2022 12:21:36,B31087,906,"-22.81038","-43.32937",0
05-17-2022 12:21:39,B28605,326,"-22.81084","-43.1878",41
05-17-2022 12:21:43,A71623,539,"-22.96874","-43.18593",1
05-17-2022 12:21:45,C41355,315,"-22.90557","-43.19679",0
05-17-2022 12:21:56,C12012,2802,"-22.89577","-43.56109",0
05-17-2022 12:22:01,B28731,2343,"-22.8253","-43.17208",11
05-17-2022 12:22:07,B44643,685,"-22.82367","-43.32618",0
05-17-2022 12:22:08,B28513,663,"-22.8149","-43.18858",0
05-17-2022 12:22:09,D86322,864,"-22.89447","-43.53226",0
05-17-2022 12:22:11,D86245,864,"-22.90293","-43.55587",0
05-17-2022 12:22:15,D86118,843,"-22.89322","-43.53198",0
05-17-2022 12:22:32,D12167,2337,"-22.90453","-43.21571",0
05-17-2022 12:22:36,D17192,804,"-23.00251","-43.36575",0
05-17-2022 12:22:49,B44666,721,"-19.12212","-40.71925",0
05-17-2022 12:22:50,A41298,472,"-22.87553","-43.24197",0
05-17-2022 12:22:52,C72001,422,"-22.9248","-43.25805",0
05-17-2022 12:22:56,B32655,298,"-22.81578","-43.39488",0
05-17-2022 12:23:00,B25616,606,"-22.9024","-43.29917",0
05-17-2022 12:23:05,D87792,2336,"-22.91695","-43.60808",0
05-17-2022 12:23:06,A29030,SP513,"-23.00223","-43.36686",0
05-17-2022 12:23:08,A41024,460,"-22.90955","-43.22797",0
05-17-2022 12:23:15,D87750,2336,"-22.90092","-43.55407",0
05-17-2022 12:23:23,C30341,565,"-22.91591","-43.36121",0
05-17-2022 12:23:48,D53916,2310,"-22.88427","-43.49533",0
05-17-2022 12:23:58,C41350,315,"-23.02153","-43.48254",0
05-17-2022 12:24:01,A29186,350,"-23.00207","-43.36543",0
05-17-2022 12:24:02,D86358,884,"-22.89442","-43.53385",0
05-17-2022 12:24:22,B28612,324,"-22.81564","-43.18843",0
05-17-2022 12:24:35,C27023,SV774,"-22.81656","-43.30183",0
05-17-2022 12:24:56,D86324,838,"-22.90169","-43.55494",0
05-17-2022 12:24:59,B28530,324,"-22.89985","-43.18981",0
05-17-2022 12:25:04,B32571,687,"-22.81583","-43.39489",0
05-17-2022 12:25:04,D86195,838,"-22.89316","-43.53189",0
05-17-2022 12:25:17,A41198,309,"-22.87473","-43.24093",0
05-17-2022 12:25:23,A29166,711,"-23.0019","-43.36521",0
05-17-2022 12:25:24,C27118,774,"-22.80548","-43.32228",15
05-17-2022 12:25:32,D87791,2339,"-22.91678","-43.60801",0
05-17-2022 12:25:42,A71626,133,"-22.9098","-43.20004",11
05-17-2022 12:25:45,C47803,862,"-22.95332","-43.34997",0
05-17-2022 12:25:45,C50048,805,"-23.00746","-43.366",56
05-17-2022 12:25:53,D17126,840,"-23.00249","-43.3663",0
05-17-2022 12:26:02,B31092,906,"-22.80417","-43.30953",0
05-17-2022 12:26:03,B27013,629,"-22.8797","-43.25988",36
05-17-2022 12:26:03,D12144,2337,"-22.89671","-43.56056",0
05-17-2022 12:26:11,C41380,309,"-22.90564","-43.19663",0
05-17-2022 12:26:19,B31134,483,"-22.80468","-43.30997",0
05-17-2022 12:26:22,D53904,2310,"-22.88362","-43.49554",0
05-17-2022 12:26:43,D12109,2303,"-22.90477","-43.21535",0
05-17-2022 12:26:44,B44630,685,"-22.82342","-43.32645",0
05-17-2022 12:26:50,D86200,864,"-22.89441","-43.53172",0
05-17-2022 12:26:53,B44525,638,"-22.85358","-43.37577",0
05-17-2022 12:26:57,D86048,884,"-22.89388","-43.53149",0
05-17-2022 12:27:04,B32662,946,"-22.818","-43.39312",0
05-17-2022 12:27:05,C41372,309,"-22.90589","-43.19629",0
05-17-2022 12:27:06,D12166,2335,"-22.90497","-43.21562",0
05-17-2022 12:27:14,A29031,476,"-22.91665","-43.21007",61
05-17-2022 12:27:20,D12157,2337,"-22.90457","-43.21552",0
05-17-2022 12:27:23,A50089,302,"-23.0017","-43.36534",0
05-17-2022 12:27:24,B32592,615,"-22.81766","-43.39313",0
05-17-2022 12:27:24,D86197,864,"-22.8931","-43.53203",0
05-17-2022 12:27:26,B44642,685,"-22.91334","-43.39121",0
05-17-2022 12:27:29,D53612,397,"-22.88433","-43.49474",0
05-17-2022 12:27:34,C12039,2918,"-22.90455","-43.21542",0
05-17-2022 12:27:43,D17179,770,"-23.00239","-43.36649",0
05-17-2022 12:27:45,D12176,2335,"-22.90481","-43.21565",0
05-17-2022 12:27:52,C12025,2303,"-22.89679","-43.56118",0
05-17-2022 12:27:55,B31129,906,"-22.81","-43.32907",0
05-17-2022 12:27:57,D12143,2303,"-22.90462","-43.21559",0
05-17-2022 12:27:57,D86333,837,"-22.90286","-43.55577",0
05-17-2022 12:28:05,B28586,325,"-22.90003","-43.18985",0
05-17-2022 12:28:11,D86155,867,"-22.89437","-43.53128",0
05-17-2022 12:28:15,A50095,220,"-22.94643","-43.25627",0
05-17-2022 12:28:28,D87706,2336,"-22.90068","-43.5529",0
05-17-2022 12:28:31,D86123,864,"-22.89355","-43.5317",0
05-17-2022 12:28:38,D53565,397,"-22.8842","-43.4952",0
05-17-2022 12:28:40,D12114,2335,"-22.90493","-43.21558",0
05-17-2022 12:28:45,A41200,463,"-22.90969","-43.22817",0
05-17-2022 12:28:48,B44677,685,"-22.86122","-43.35585",0
05-17-2022 12:28:48,D12105,2303,"-22.90453","-43.21563",0
05-17-2022 12:28:50,C50198,805,"-23.00176","-43.36579",0
05-17-2022 12:28:55,C50100,805,"-23.00174","-43.36552",1
05-17-2022 12:28:58,A41068,460,"-22.90981","-43.22747",0
05-17-2022 12:28:59,D17123,840,"-23.00257","-43.36633",0
05-17-2022 12:29:03,B32699,342,"-22.89573","-43.56035",0
05-17-2022 12:29:10,A50138,220,"-22.94633","-43.25637",0
05-17-2022 12:29:16,C12032,2337,"-22.90484","-43.21566",0
05-17-2022 12:29:17,C27049,774,"-22.81726","-43.3021",0
05-17-2022 12:29:23,A41115,460,"-22.90947","-43.2281",0
05-17-2022 12:29:27,A41046,581,"-22.87494","-43.24074",0
05-17-2022 12:29:30,D86356,884,"-22.89445","-43.53379",0
05-17-2022 12:29:36,D87766,2336,"-22.9168","-43.6077",0
05-17-2022 12:29:43,B63050,920,"-22.80536","-43.36105",15
05-17-2022 12:29:46,D12163,2337,"-22.90461","-43.21553",0
05-17-2022 12:29:48,B32781,298,"-22.81703","-43.39369",0
05-17-2022 12:29:50,A41210,309,"-22.90557","-43.19692",0
05-17-2022 12:29:52,B32812,386,"-22.8047","-43.30646",0
05-17-2022 12:29:58,B27141,639,"-22.8124","-43.32842",14
05-17-2022 12:30:02,B32656,342,"-22.8109","-43.32977",0
05-17-2022 12:30:04,B28733,2343,"-22.90772","-43.19836",44
05-17-2022 12:30:06,B32745,386,"-22.81753","-43.39331",0
05-17-2022 12:30:15,D12159,2337,"-22.90443","-43.21568",0
05-17-2022 12:30:19,A29087,473,"-23.00216","-43.36559",0
05-17-2022 12:30:20,A41043,460,"-22.90945","-43.22795",0
05-17-2022 12:30:20,B27126,905,"-22.82528","-43.33216",0
05-17-2022 12:30:20,D87321,821,"-22.91809","-43.60818",0
05-17-2022 12:30:24,D86353,867,"-22.89444","-43.53376",0
05-17-2022 12:30:29,A29098,473,"-23.00234","-43.36638",0
05-17-2022 12:30:40,A29078,473,"-23.0022","-43.36591",0
05-17-2022 12:30:44,A29134,583,"-23.00246","-43.36612",0
05-17-2022 12:30:53,C44505,638,"-22.85345","-43.37549",0
05-17-2022 12:30:59,D86701,2338,"-22.9024","-43.5559",0
05-17-2022 12:31:03,B25527,232,"-22.90251","-43.29924",0
05-17-2022 12:31:04,D87723,2336,"-22.91687","-43.60769",0
05-17-2022 12:31:05,D12110,2802,"-23.00248","-43.36597",0
05-17-2022 12:31:07,D12107,2337,"-22.9048","-43.21566",0
05-17-2022 12:31:07,D17095,885,"-22.91715","-43.6084",0
05-17-2022 12:31:08,A50002,805,"-23.00176","-43.36579",0
05-17-2022 12:31:10,C44629,783,"-22.86049","-43.37211",0
05-17-2022 12:31:20,A29088,474,"-23.00217","-43.3664",0
05-17-2022 12:31:23,D86107,SV843,"-22.89357","-43.53171",0
05-17-2022 12:31:24,D87781,2307,"-22.91716","-43.60768",0
05-17-2022 12:31:27,D86332,864,"-22.89456","-43.53196",0
05-17-2022 12:31:28,C12017,2335,"-22.89657","-43.56064",0
05-17-2022 12:31:30,A29151,473,"-23.00217","-43.36558",0
05-17-2022 12:31:36,B32801,399,"-22.80836","-43.34443",37
05-17-2022 12:31:42,B28531,326,"-22.83887","-43.24091",0
05-17-2022 12:31:42,B28603,324,"-22.90015","-43.1898",0
05-17-2022 12:31:42,D86730,2803,"-22.85636","-43.49377",0
05-17-2022 12:31:55,A50074,608,"-22.93024","-43.25384",18
05-17-2022 12:32:04,B44582,685,"-22.8235","-43.32623",0
05-17-2022 12:32:07,D87396,771,"-22.83319","-43.34186",0
05-17-2022 12:32:08,B31088,483,"-22.80986","-43.32909",0
05-17-2022 12:32:15,C12024,2335,"-22.89658","-43.56144",0
05-17-2022 12:32:19,D13196,731,"-22.86788","-43.41273",41
05-17-2022 12:32:25,C47794,636,"-22.91341","-43.26935",33
05-17-2022 12:32:27,C41234,460,"-22.91012","-43.22272",0
05-17-2022 12:32:28,A41016,460,"-22.90972","-43.22708",0
05-17-2022 12:32:31,D87860,2336,"-22.91699","-43.60775",0
05-17-2022 12:32:46,B44563,685,"-22.82424","-43.32568",0
05-17-2022 12:32:49,C12027,2303,"-22.90418","-43.21569",0
05-17-2022 12:32:52,A41126,463,"-22.90975","-43.22786",0
05-17-2022 12:33:00,D87856,2339,"-22.91665","-43.60765",0
05-17-2022 12:33:08,B32612,342,"-23.00207","-43.36602",0
05-17-2022 12:33:12,B25594,606,"-22.90255","-43.29944",0
05-17-2022 12:33:13,C12015,2303,"-22.89631","-43.56117",0
05-17-2022 12:33:19,B44552,721,"-22.8812","-43.32531",0
05-17-2022 12:33:19,D13199,379,"-22.84781","-43.46552",8
05-17-2022 12:33:20,D17178,770,"-22.89897","-43.55488",0
05-17-2022 12:33:24,D17163,770,"-22.91707","-43.60807",0
05-17-2022 12:33:28,C50140,805,"-22.99699","-43.36584",60
05-17-2022 12:33:32,A29014,292,"-22.90948","-43.17144",0
05-17-2022 12:33:32,C27120,774,"-22.8094","-43.30877",15
05-17-2022 12:33:32,D86728,2334,"-22.99858","-43.25611",5
05-17-2022 12:33:38,D17013,869,"-22.83962","-43.56562",19
05-17-2022 12:33:45,B25562,249,"-22.89784","-43.31207",0
05-17-2022 12:33:49,D86126,864,"-22.89358","-43.53169",0
05-17-2022 12:33:51,B31155,483,"-22.80418","-43.30961",0
05-17-2022 12:33:54,C44510,721,"-22.88096","-43.32466",0
05-17-2022 12:33:55,D53920,2310,"-22.88414","-43.49541",0
05-17-2022 12:33:59,D13240,790,"-22.8981","-43.55548",6
05-17-2022 12:34:01,D17196,896,"-22.91735","-43.60729",0
05-17-2022 12:34:04,B10544,627,"-22.86789","-43.25731",0
05-17-2022 12:34:05,B31034,906,"-22.8369","-43.28398",0
05-17-2022 12:34:15,D86257,864,"-22.89447","-43.53148",0
05-17-2022 12:34:29,A41145,309,"-22.87494","-43.24101",0
05-17-2022 12:34:35,A29106,472,"-22.896","-43.24372",0
05-17-2022 12:34:35,D53929,2310,"-22.88423","-43.49528",0
05-17-2022 12:34:41,A41051,106,"-22.87467","-43.24097",0
05-17-2022 12:34:42,B32525,795,"-22.86377","-43.39795",17
05-17-2022 12:34:51,A29095,583,"-23.00219","-43.36627",0
05-17-2022 12:35:00,A48010,426,"-22.97952","-43.21817",8
05-17-2022 12:35:06,B27099,639,"-22.81719","-43.30217",0
05-17-2022 12:35:09,A48011,426,"-22.92559","-43.23468",0
05-17-2022 12:35:10,A41166,460,"-22.90968","-43.2276",0
05-17-2022 12:35:17,D86047,864,"-22.89351","-43.53173",0
05-17-2022 12:35:27,C12016,2303,"-22.90488","-43.21542",0
05-17-2022 12:35:31,B32799,298,"-22.81715","-43.39386",0
05-17-2022 12:35:36,C47856,613,"-22.94542","-43.35426",60
05-17-2022 12:35:39,B25515,SV232,"-22.9103","-43.21968",56
05-17-2022 12:35:40,B11515,300,"-22.88355","-43.39957",0
05-17-2022 12:35:46,C47704,861,"-22.9554","-43.35354",26
05-17-2022 12:35:49,B32564,342,"-22.81055","-43.32949",0
05-17-2022 12:35:50,B25542,232,"-22.90242","-43.29954",2
05-17-2022 12:35:55,B10534,627,"-22.8681","-43.25694",0
05-17-2022 12:35:55,B44659,638,"-22.85348","-43.37558",0
05-17-2022 12:35:56,C12030,2303,"-22.90451","-43.21558",0
05-17-2022 12:35:56,D17181,804,"-22.92391","-43.67933",0
05-17-2022 12:36:00,C50174,608,"-22.92934","-43.25376",0
05-17-2022 12:36:02,D53574,397,"-22.88427","-43.49505",1
05-17-2022 12:36:04,D13399,812,"-22.84457","-43.51846",18
05-17-2022 12:36:05,C41393,315,"-22.87449","-43.24163",0
05-17-2022 12:36:05,D87197,771,"-22.83422","-43.34118",0
05-17-2022 12:36:09,C41384,315,"-22.90465","-43.1927",0
05-17-2022 12:36:10,C30205,343,"-22.97844","-43.33372",0
05-17-2022 12:36:11,C12014,2802,"-23.00246","-43.3658",0
05-17-2022 12:36:18,D86387,918,"-22.89452","-43.53384",0
05-17-2022 12:36:19,A27548,432,"-22.92055","-43.25636",0
05-17-2022 12:36:23,B44674,685,"-22.82406","-43.32589",0
05-17-2022 12:36:24,C51510,371,"-22.93326","-43.38448",0
05-17-2022 12:36:29,D17127,840,"-23.00218","-43.36677",0
05-17-2022 12:36:33,B58102,312,"-22.90011","-43.23003",29
05-17-2022 12:36:41,A41095,460,"-22.90974","-43.2276",0
05-17-2022 12:36:46,B32804,399,"-22.8156","-43.38701",0
05-17-2022 12:36:48,D86125,866,"-22.89458","-43.53383",0
05-17-2022 12:36:53,D86178,864,"-22.89428","-43.53189",0
05-17-2022 12:36:56,B28506,324,"-22.82537","-43.16928",0
05-17-2022 12:36:57,A29083,461,"-23.00216","-43.36586",0
05-17-2022 12:36:57,D87391,771,"-22.83388","-43.34132",0
05-17-2022 12:36:59,D17170,770,"-22.83298","-43.34201",0
05-17-2022 12:37:00,D87742,2336,"-22.90086","-43.55359",0
05-17-2022 12:37:04,A48072,539,"-22.96703","-43.18107",0
05-17-2022 12:37:14,A72006,422,"-22.91983","-43.26783",0
05-17-2022 12:37:14,B28739,2343,"-22.81509","-43.18875",0
05-17-2022 12:37:14,C44587,712,"-22.88112","-43.32502",0
05-17-2022 12:37:14,D17183,804,"-22.91679","-43.6081",0
05-17-2022 12:37:19,B27154,639,"-22.81683","-43.30204",0
05-17-2022 12:37:25,B27012,629,"-22.8169","-43.30165",0
05-17-2022 12:37:26,D12165,2383,"-22.90452","-43.21541",0
05-17-2022 12:37:28,B31068,483,"-22.93476","-43.1737",77
05-17-2022 12:37:28,B31128,483,"-22.83696","-43.284",0
05-17-2022 12:37:33,D12174,2335,"-22.89664","-43.56141",0
05-17-2022 12:37:34,A48113,426,"-22.91093","-43.27043",0
05-17-2022 12:37:36,C47457,861,"-22.95305","-43.34983",0
05-17-2022 12:37:40,D86783,2381,"-22.89514","-43.53174",0
05-17-2022 12:37:45,C12048,2303,"-22.90457","-43.21555",0
05-17-2022 12:37:47,D87876,2339,"-22.91666","-43.60844",0
05-17-2022 12:37:50,B25605,606,"-22.90229","-43.29946",0
05-17-2022 12:37:50,D53608,397,"-22.8844","-43.4948",0
05-17-2022 12:37:52,A41226,309,"-22.87506","-43.2409",0
05-17-2022 12:37:52,B44645,638,"-22.86117","-43.35601",0
05-17-2022 12:37:58,A41062,106,"-22.87455","-43.24156",0
05-17-2022 12:38:00,B28520,696,"-22.81556","-43.18829",0
05-17-2022 12:38:02,C30166,558,"-22.95121","-43.34823",0
05-17-2022 12:38:05,D86089,864,"-22.89449","-43.5318",0
05-17-2022 12:38:10,D17124,840,"-22.91702","-43.60801",0
05-17-2022 12:38:13,C47842,861,"-22.96907","-43.33559",9
05-17-2022 12:38:13,C47886,613,"-22.97712","-43.41516",0
05-17-2022 12:38:16,B32600,779,"-22.86865","-43.40818",48
05-17-2022 12:38:23,D13097,801,"-22.88025","-43.35751",0
05-17-2022 12:38:32,A50186,302,"-22.90149","-43.20839",0
05-17-2022 12:38:33,D13049,383,"-22.90322","-43.27925",35
05-17-2022 12:38:35,D86314,918,"-22.8945","-43.53384",0
05-17-2022 12:38:37,D53539,397,"-22.88412","-43.49516",0
05-17-2022 12:38:38,A41186,309,"-22.90561","-43.19732",0
05-17-2022 12:38:38,D87761,2336,"-22.91676","-43.60775",0
05-17-2022 12:38:39,D87709,2336,"-22.90077","-43.5534",0
05-17-2022 12:38:45,D53928,2310,"-22.8834","-43.49544",0
05-17-2022 12:38:46,B32530,386,"-22.83197","-43.41901",20
